Date,Close
2015-12-09,3635.94
2015-12-08,3623.02
2015-12-07,3687.61
2015-12-04,3677.59
2015-12-03,3749.30
2015-12-02,3721.95
2015-12-01,3591.70
2015-11-30,3566.41
2015-11-27,3556.99
2015-11-26,3759.43
2015-11-25,3781.61
2015-11-24,3753.89
2015-11-23,3753.34
2015-11-20,3774.38
2015-11-19,3774.97
2015-11-18,3715.58
2015-11-17,3758.39
2015-11-16,3764.13
2015-11-13,3746.24
2015-11-12,3795.32
2015-11-11,3833.65
2015-11-10,3833.24
2015-11-09,3840.36
2015-11-06,3793.37
2015-11-05,3705.97
2015-11-04,3628.54
2015-11-03,3465.49
2015-11-02,3475.96
2015-10-30,3534.08
2015-10-29,3533.31
2015-10-28,3524.92
2015-10-27,3592.88
2015-10-26,3589.26
2015-10-23,3571.24
2015-10-22,3524.53
2015-10-21,3473.25
2015-10-20,3577.70
2015-10-19,3534.18
2015-10-16,3534.07
2015-10-15,3486.82
2015-10-14,3406.11
2015-10-13,3445.04
2015-10-12,3447.69
2015-10-09,3340.12
2015-10-08,3296.48
2015-09-30,3202.95
2015-09-29,3178.85
2015-09-28,3242.75
2015-09-25,3231.95
2015-09-24,3285
2015-09-23,3263.03
2015-09-22,3339.03
2015-09-21,3308.25
2015-09-18,3251.27
2015-09-17,3237
2015-09-16,3309.25
2015-09-15,3152.23
2015-09-14,3208.74
2015-09-11,3347.19
2015-09-10,3357.56
2015-09-09,3399.3
2015-09-08,3334.02
2015-09-07,3250.49
2015-09-02,3365.83
2015-09-01,3362.08
2015-08-31,3366.54
2015-08-28,3342.29
2015-08-27,3205.64
2015-08-26,3025.69
2015-08-25,3042.93
2015-08-24,3275.53
2015-08-21,3589.54
2015-08-20,3761.45
2015-08-19,3886.14
2015-08-18,3825.41
2015-08-17,4077.87
2015-08-14,4073.54
2015-08-13,4075.46
2015-08-12,4016.13
2015-08-11,4066.67
2015-08-10,4084.36
2015-08-07,3906.95
2015-08-06,3831.85
2015-08-05,3866.9
2015-08-04,3948.16
2015-08-03,3829.24
2015-07-31,3816.7
2015-07-30,3815.41
2015-07-29,3930.38
2015-07-28,3811.09
2015-07-27,3818.73
2015-07-24,4176.28
2015-07-23,4250.81
2015-07-22,4157.16
2015-07-21,4166.01
2015-07-20,4160.61
2015-07-17,4151.5
2015-07-16,3997.36
2015-07-15,3966.76
2015-07-14,4112.15
2015-07-13,4211.81
2015-07-10,4106.56
2015-07-09,3897.63
2015-07-08,3663.04
2015-07-07,3928
2015-07-06,3998.54
2015-07-03,3885.92
2015-07-02,4108
2015-07-01,4253.02
2015-06-30,4473
2015-06-29,4191.55
2015-06-26,4336.19
2015-06-25,4706.52
2015-06-24,4880.13
2015-06-23,4786.09
2015-06-19,4637.05
2015-06-18,4930.55
2015-06-17,5138.83
2015-06-16,5064.82
2015-06-15,5221.17
2015-06-12,5335.12
2015-06-11,5306.59
2015-06-10,5309.11
2015-06-09,5317.46
2015-06-08,5353.75
2015-06-05,5230.55
2015-06-04,5181.42
2015-06-03,5143.59
2015-06-02,5161.87
2015-06-01,5076.18
2015-05-29,4840.83
2015-05-28,4834.01
2015-05-27,5181.43
2015-05-26,5198.92
2015-05-25,5099.5
2015-05-22,4951.33
2015-05-21,4840.98
2015-05-20,4754.92
2015-05-19,4731.22
2015-05-18,4575.14
2015-05-15,4617.47
2015-05-14,4700.78
2015-05-13,4718.44
2015-05-12,4747.42
2015-05-11,4690.53
2015-05-08,4558.4
2015-05-07,4470.09
2015-05-06,4553.33
2015-05-05,4596.84
2015-05-04,4787.74
2015-04-30,4749.89
2015-04-29,4774.33
2015-04-28,4741.86
2015-04-27,4807.59
2015-04-24,4702.64
